id,name,address,candidate_title,candidate_address,candidate_phone,candidate_homepage_url,candidate_price_text,candidate_price_min,candidate_price_max,candidate_price_type,candidate_difficulty,candidate_difficulty_text,candidate_avg_score,candidate_reservation_prices_text,source_url,confidence,approve_phone,approve_homepage,approve_price,approve_difficulty,approve_avg_score,review_phone,review_homepage_url,review_price_min,review_price_max,review_price_type,review_difficulty,review_avg_score,review_note,review_status,phone_status,homepage_status,price_status,difficulty_status,avg_score_status,reviewed_at,reviewer_note
gc-cf50ab88350d,㈜그랜드부민 꿈드림목장,제주특별자치도 제주시 516로 2596-117,(주)그랜드부민 꿈드림목장 (비회원제 9홀),2024.01.01.(주)그랜드부민 꿈드림목장 (비회원제 9홀) 상세 정보입니다. 제주특별자치도 제주시 용강동 산 5번지 위치입니다. 제주특별자치도 제주시 516로 2596-117 (용강동),02-0120-1100,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%E3%88%9C%EA%B7%B8%EB%9E%9C%EB%93%9C%EB%B6%80%EB%AF%BC%20%EA%BF%88%EB%93%9C%EB%A6%BC%EB%AA%A9%EC%9E%A5%20%EA%B7%B8%EB%A6%B0%ED%94%BC,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-41c9fac17790,㈜호텔롯데 스카이힐 부여CC,부여군 규암면 백제문로 470,롯데스카이힐부여CC,"충청남도 부여군 규암면 백제문로 400에 위치한 (주)호텔롯데 스카이힐 부여 CC의 상세 정보. 시설 면적, 운영 형태, 위치 정보를 확인하세요.",,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%E3%88%9C%ED%98%B8%ED%85%94%EB%A1%AF%EB%8D%B0%20%EC%8A%A4%EC%B9%B4%EC%9D%B4%ED%9E%90%20%EB%B6%80%EC%97%ACCC,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-a80360466b97,1·2·3 골프장,경기도 고양시 덕양구 통일로 43-168,1·2·3 골프장,,031-681-9992,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=1%C2%B72%C2%B73%20%EA%B3%A8%ED%94%84%EC%9E%A5,medium,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-13ed08c1c42b,360도 컨트리클럽,경기도 여주시 강천면 부평로 609,360도컨트리클럽,경기 여주시 강천면 부평리 산59-5,031-880-3600,http://www.360cc.co.kr/,,,,unknown,9.8,9.8/10,96,,https://search.naver.com/search.naver?where=nexearch&query=360%EB%8F%84%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-eb9124b06908,가든골프클럽,경상북도 경주시 불국로 289-17,락가든골프클럽,,031-539-5932,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%80%EB%93%A0GC,medium,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-9bd0f98bfdee,가야컨트리클럽 (대중제),김해시 인제로 495,가야컨트리클럽(대중제),"📋 상세정보 ; 주소 : 경상남도 김해시 인제로 502, 전화 : 055-337-0091",055-337-0091,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%80%EC%95%BC%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD%20(%EB%8C%80%EC%A4%91%EC%A0%9C),high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-5384133fb9bc,가야컨트리클럽 (회원제),김해시 인제로 495,가야컨트리클럽(회원제),,055-337-0091,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%80%EC%95%BC%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD%20(%ED%9A%8C%EC%9B%90%EC%A0%9C),medium,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-a8d0095f2145,가평 베네스트G.C,경기도 가평군 상면 둔덕말길 232,가평베네스트GC,,031-589-8206,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%80%ED%8F%89%20%EB%B2%A0%EB%84%A4%EC%8A%A4%ED%8A%B8G.C,medium,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-b86dec31683a,감곡CC,음성군 감곡면 문촌리 산81-6,감곡CC,충북 음성군 감곡면 오갑길 195 감곡컨트리클럽,043-882-1600,http://www.gamgokcc.com,"네이버 예약: 110,000원; 120,000원",110000,120000,reservation_price,9.7,9.7/10,95,"네이버 예약: 110,000원; 120,000원",https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%90%EA%B3%A1CC,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-2fa514959418,강남300 컨트리클럽,경기도 광주시 새말길 353(목동),강남300CC,경기 광주시 새말길 353,031-719-0300,https://www.instagram.com/kangnam300cc/,,,,unknown,3.7,3.7/10,91,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%95%EB%82%A8300%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-868a31e611a3,강화 선두리 골프장,인천시 강화군 해안남로 474번길 59,강화선두리 골프장,인천 강화군 길상면 해안남로 392,032-933-1010,http://www.gakorea.com,,,,unknown,1.8,1.8/10,89,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%95%ED%99%94%20%EC%84%A0%EB%91%90%EB%A6%AC%20%EA%B3%A8%ED%94%84%EC%9E%A5,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-2b0f0302ba03,거제드비치골프클럽,거제시 장목면 거제북로 1573,드비치 골프클럽,경남 거제시 장목면 송진포리 산77-3,055-736-3000,http://www.debeach.co.kr/,"네이버 예약: 110,000원; 120,000원; 130,000원",110000,130000,reservation_price,7,7/10,93,"네이버 예약: 110,000원; 120,000원; 130,000원",https://search.naver.com/search.naver?where=nexearch&query=%EA%B1%B0%EC%A0%9C%EB%93%9C%EB%B9%84%EC%B9%98%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-cc0251be98e6,거제뷰컨트리클럽,거제시 거제면 두동로 259-80,거제뷰컨트리클럽,경남 거제시 거제면 두동로 259-80,0507-1447-2232,http://www.geojeview.co.kr/,"네이버 예약: 95,000원; 129,000원",95000,129000,reservation_price,4.2,4.2/10,91,"네이버 예약: 95,000원; 129,000원",https://search.naver.com/search.naver?where=nexearch&query=%EA%B1%B0%EC%A0%9C%EB%B7%B0%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-cd6b63162f39,거창친환경대중골프장,거창군 가조면 우륵길 410-284,거창친환경대중골프장,"순위 : 58095, 제목 : [영상기자단] 거창군 가조면 친환경 대중골프장 거창CC 개장식 조현광, 작성일 : 2025-01-28, 조회수 : 1, 기능 : 컨텐츠보기",,https://youtu.be/-2WbYbiow5k,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B1%B0%EC%B0%BD%EC%B9%9C%ED%99%98%EA%B2%BD%EB%8C%80%EC%A4%91%EA%B3%A8%ED%94%84%EC%9E%A5,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-dc3aed15fe4c,건설공제조합세종필드골프클럽,세종특별자치시 정안세종로  1569,건설공제조합,세종특별자치시 정안세종로 1569 (산울동),044-861-5678,http://www.sejongcc.com/,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B1%B4%EC%84%A4%EA%B3%B5%EC%A0%9C%EC%A1%B0%ED%95%A9%EC%84%B8%EC%A2%85%ED%95%84%EB%93%9C%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-64e6bf7be0a4,경남스카이뷰CC,함양군 서상면 소로길 226,스카이뷰CC,경남 함양군 서상면 대남리 492-24,055-960-7000,http://www.skyviewcc.co.kr/,"네이버 예약: 119,000원; 129,000원; 149,000원",119000,149000,reservation_price,3.9,3.9/10,91,"네이버 예약: 119,000원; 129,000원; 149,000원",https://search.naver.com/search.naver?where=nexearch&query=%EA%B2%BD%EB%82%A8%EC%8A%A4%EC%B9%B4%EC%9D%B4%EB%B7%B0CC,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-4fc6d117b7f4,경주신라C.C,경상북도 경주시 보문로 319,경주신라 컨트리클럽,"2021.08.10.▣ 기본정보 회사명 : (주)경주신라컨트리클럽 주소지 : 경상북도 경주시 보문로 319 규모 : 회원제 36홀 주주회원수 : 2,800명 정기휴장 : 연중 무휴 회원의날 : 별도 지정 없음 ▣ 회",054-740-7114,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B2%BD%EC%A3%BC%EC%8B%A0%EB%9D%BCC.C,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-a1d37ac059d4,경주C.C,경상북도 경주시 보문로 182-98,경주CC,"2026.04.08.힐스카이CC 위치와 교통 안내! 주소 경상북도 경주시 천강로 412-299, 부산에서 약 1시간 거리. 자가용·대중교통별 오시는 길, 네이버지도·카카오맵 길찾기, 무료 주차장 정보까지 경주 힐스카",,https://band.us/page/86588674/post/28354,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B2%BD%EC%A3%BCC.C%20%EB%84%A4%EC%9D%B4%EB%B2%84%20%EC%98%88%EC%95%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
