id,name,address,query,query_variant,attempted_queries,matched_query,source,candidate_title,candidate_address,candidate_phone,candidate_homepage_url,candidate_price_text,candidate_price_min,candidate_price_max,candidate_price_type,candidate_difficulty,candidate_difficulty_text,candidate_avg_score,candidate_reservation_prices_text,candidate_confidence,needs_review,reason,source_url,collected_at
gc-fa1419df8b1e,남춘천컨트리클럽,춘천시 신동면 오봉길 156,남춘천컨트리클럽,original,남춘천컨트리클럽 | 남춘천CC | 남춘천C.C | 남춘천컨트리클럽 네이버 | 남춘천컨트리클럽 그린피 | 남춘천컨트리클럽 네이버 예약 | 남춘천컨트리클럽 춘천시,남춘천컨트리클럽,naver_scrape,남춘천CC,강원 춘천시 신동면 오봉길 156,033-269-3000,http://www.namchuncheon.co.kr/,,,,unknown,9.3,9.3/10,94,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 9.3/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%B6%98%EC%B2%9C%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:24:14.100Z
gc-56c3be8c5a61,더플레이어스 골프클럽,춘천시 동산면 새술막길 438,더플레이어스 골프클럽,original,더플레이어스 골프클럽 | 더플레이어스 GC | 더플레이어스 G.C | 더플레이어스 | 더플레이어스 골프클럽 네이버 | 더플레이어스 골프클럽 그린피 | 더플레이어스 골프클럽 네이버 예약 | 더플레이어스 골프클럽 춘천시,더플레이어스 골프클럽,naver_scrape,CLUBD - 클럽디 더플레이어스,"더플레이어스골프클럽 실내골프연습장. 주소: 강원도 춘천시 동산면 새술막길 438, 전화: 033-250-5000. 강원도 춘천시 위치, 지도 및 편의시설 정보를 확인하세요.",033-250-5000,https://www.clubd.com/theplayers/index.do,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%ED%94%8C%EB%A0%88%EC%9D%B4%EC%96%B4%EC%8A%A4%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T07:24:37.642Z
gc-908385d35939,동강시스타 골프장,영월군 영월읍 사지막길 160,동강시스타 골프장,original,동강시스타 골프장 | 동강시스타 | 동강시스타 골프장 네이버 | 동강시스타 골프장 그린피 | 동강시스타 골프장 네이버 예약 | 동강시스타 골프장 영월군,동강시스타 골프장,naver_scrape,동강시스타CC,강원 영월군 영월읍 삼옥리 산135,033-905-2030,http://www.cistar.co.kr/,"네이버 예약: 80,000원; 150,000원; 160,000원",80000,160000,reservation_price,8.6,8.6/10,94,"네이버 예약: 80,000원; 150,000원; 160,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage ambiguous; reservation prices: 3; difficulty: 8.6/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%8F%99%EA%B0%95%EC%8B%9C%EC%8A%A4%ED%83%80%20%EA%B3%A8%ED%94%84%EC%9E%A5,2026-06-19T07:28:54.592Z
gc-3eb069c5fb2a,동서울레스피아,원주시 지정면 신평석화로 236,동서울레스피아,original,동서울레스피아 | 동서울레스피아 네이버 | 동서울레스피아 그린피 | 동서울레스피아 네이버 예약 | 동서울레스피아 원주시,동서울레스피아,naver_scrape,동서울레스피아,(우) 26358 강원도 원주시 신평석화로 236,031-595-5168,http://www.respia.com,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 4; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%8F%99%EC%84%9C%EC%9A%B8%EB%A0%88%EC%8A%A4%ED%94%BC%EC%95%84,2026-06-19T07:25:52.510Z
gc-e494f9e1ff69,동원썬밸리컨트리클럽,횡성군 서원면 서원서로339번길 90,동원썬밸리컨트리클럽,original,동원썬밸리컨트리클럽 | 동원썬밸리CC | 동원썬밸리C.C | 동원썬밸리컨트리클럽 네이버 | 동원썬밸리컨트리클럽 그린피 | 동원썬밸리컨트리클럽 네이버 예약 | 동원썬밸리컨트리클럽 횡성군,동원썬밸리컨트리클럽,naver_scrape,동원썬밸리CC,강원 횡성군 서원면 서원서로339번길 90 동원썬밸리CC,033-344-5308,https://www.sunvalley.co.kr/dongwon/golf/intro,,,,unknown,5.3,5.3/10,92,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 5.3/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%8F%99%EC%9B%90%EC%8D%AC%EB%B0%B8%EB%A6%AC%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:28:11.231Z
gc-18f9f355721d,라데나골프클럽,춘천시 신동면 칠전동길 72,라데나골프클럽,original,라데나골프클럽 | 라데나GC | 라데나G.C | 라데나 | 라데나골프클럽 네이버 | 라데나골프클럽 그린피 | 라데나골프클럽 네이버 예약 | 라데나골프클럽 춘천시,라데나골프클럽,naver_scrape,라데나 골프클럽,강원 춘천시 신동면 칠전동길 72 라데나클럽,033-260-1114,https://www.ladena.co.kr,"네이버 예약: 250,000원; 270,000원",250000,270000,reservation_price,6.4,6.4/10,92,"네이버 예약: 250,000원; 270,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 2; difficulty: 6.4/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EB%8D%B0%EB%82%98%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T07:23:55.521Z
gc-a78a36b9d428,라비에벨컨트리클럽,춘천시 동산면 종자리로 436,라비에벨컨트리클럽,original,라비에벨컨트리클럽 | 라비에벨CC | 라비에벨C.C | 라비에벨컨트리클럽 네이버 | 라비에벨컨트리클럽 그린피 | 라비에벨컨트리클럽 네이버 예약 | 라비에벨컨트리클럽 춘천시,라비에벨컨트리클럽,naver_scrape,라비에벨CC,강원 춘천시 동산면 종자리로 436 라비에벨 골프&리조트,033-245-7000,https://lavieestbellegolfnresort.com/default.asp,,,,unknown,,,18,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EB%B9%84%EC%97%90%EB%B2%A8%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:24:48.971Z
gc-6b8298356e4e,로드힐스골프클럽,춘천시 동산면 종자리로 148-16,로드힐스골프클럽,original,로드힐스골프클럽 | 로드힐스GC | 로드힐스G.C | 로드힐스 | 로드힐스골프클럽 네이버 | 로드힐스골프클럽 그린피 | 로드힐스골프클럽 네이버 예약 | 로드힐스골프클럽 춘천시,로드힐스골프클럽,naver_scrape,로드힐스 골프 & 리조트,강원 춘천시 동산면 종자리로 136 로드힐스 골프&리조트,033-269-8888,https://lordhills.co.kr,,,,unknown,7.8,7.8/10,93,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 7.8/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A1%9C%EB%93%9C%ED%9E%90%EC%8A%A4%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T07:24:43.310Z
gc-b768a2002431,메이플비치골프&리조트,강릉시 강동면 풍호길 300-78,메이플비치골프&리조트,original,메이플비치골프&리조트 | 메이플비치골프&리조트 네이버 | 메이플비치골프&리조트 그린피 | 메이플비치골프&리조트 네이버 예약 | 메이플비치골프&리조트 강릉시,메이플비치골프&리조트,naver_scrape,메이플비치골프&리조트,,033-650-0020,,,,,unknown,,,,,medium,true,"이름 유사·phone/homepage/price 후보 있음, 주소 확인 약함; phone candidates: 4; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A9%94%EC%9D%B4%ED%94%8C%EB%B9%84%EC%B9%98%EA%B3%A8%ED%94%84%26%EB%A6%AC%EC%A1%B0%ED%8A%B8,2026-06-19T07:26:16.156Z
gc-d7a401a860d3,베어크리크 춘천,춘천시 신동면 김유정로 730,베어크리크 춘천,original,베어크리크 춘천 | 베어크리크 춘천 네이버 | 베어크리크 춘천 그린피 | 베어크리크 춘천 네이버 예약 | 베어크리크 춘천 춘천시,베어크리크 춘천,naver_scrape,베어크리크 춘천,강원 춘천시 신동면 김유정로 730 베어크리크 춘천,1899-0115,https://www.bearcreek.co.kr/,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%B2%A0%EC%96%B4%ED%81%AC%EB%A6%AC%ED%81%AC%20%EC%B6%98%EC%B2%9C,2026-06-19T07:24:54.737Z
