id,name,address,query,query_variant,attempted_queries,matched_query,source,candidate_title,candidate_address,candidate_phone,candidate_homepage_url,candidate_price_text,candidate_price_min,candidate_price_max,candidate_price_type,candidate_difficulty,candidate_difficulty_text,candidate_avg_score,candidate_reservation_prices_text,candidate_confidence,needs_review,reason,source_url,collected_at
gc-cd6b63162f39,거창친환경대중골프장,거창군 가조면 우륵길 410-284,거창친환경대중골프장,original,거창친환경대중골프장 | 거창친환경대중 | 거창친환경대중골프장 네이버 | 거창친환경대중골프장 그린피 | 거창친환경대중골프장 네이버 예약 | 거창친환경대중골프장 거창군,거창친환경대중골프장,naver_scrape,거창친환경대중골프장,"순위 : 58095, 제목 : [영상기자단] 거창군 가조면 친환경 대중골프장 거창CC 개장식 조현광, 작성일 : 2025-01-28, 조회수 : 1, 기능 : 컨텐츠보기",,https://youtu.be/-2WbYbiow5k,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B1%B0%EC%B0%BD%EC%B9%9C%ED%99%98%EA%B2%BD%EB%8C%80%EC%A4%91%EA%B3%A8%ED%94%84%EC%9E%A5,2026-06-19T08:50:18.156Z
gc-dc3aed15fe4c,건설공제조합세종필드골프클럽,세종특별자치시 정안세종로  1569,건설공제조합세종필드골프클럽,original,건설공제조합세종필드골프클럽 | 건설공제조합세종필드GC | 건설공제조합세종필드G.C | 건설공제조합세종필드 | 건설공제조합세종필드골프클럽 네이버 | 건설공제조합세종필드골프클럽 그린피 | 건설공제조합세종필드골프클럽 네이버 예약 | 건설공제조합세종필드골프클럽 정안세종로,건설공제조합세종필드골프클럽,naver_scrape,건설공제조합,세종특별자치시 정안세종로 1569 (산울동),044-861-5678,http://www.sejongcc.com/,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B1%B4%EC%84%A4%EA%B3%B5%EC%A0%9C%EC%A1%B0%ED%95%A9%EC%84%B8%EC%A2%85%ED%95%84%EB%93%9C%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T09:49:09.142Z
gc-64e6bf7be0a4,경남스카이뷰CC,함양군 서상면 소로길 226,경남스카이뷰CC,original,경남스카이뷰CC | 경남스카이뷰CC 네이버 | 경남스카이뷰CC 그린피 | 경남스카이뷰CC 네이버 예약 | 경남스카이뷰CC 함양군,경남스카이뷰CC,naver_scrape,스카이뷰CC,경남 함양군 서상면 대남리 492-24,055-960-7000,http://www.skyviewcc.co.kr/,"네이버 예약: 119,000원; 129,000원; 149,000원",119000,149000,reservation_price,3.9,3.9/10,91,"네이버 예약: 119,000원; 129,000원; 149,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 3; difficulty: 3.9/10",https://search.naver.com/search.naver?where=nexearch&query=%EA%B2%BD%EB%82%A8%EC%8A%A4%EC%B9%B4%EC%9D%B4%EB%B7%B0CC,2026-06-19T08:50:12.118Z
gc-4fc6d117b7f4,경주신라C.C,경상북도 경주시 보문로 319,경주신라C.C,original,경주신라C.C | 경주신라C.C 네이버 | 경주신라C.C 그린피 | 경주신라C.C 네이버 예약 | 경주신라C.C 경주시,경주신라C.C,naver_scrape,경주신라 컨트리클럽,"2021.08.10.▣ 기본정보 회사명 : (주)경주신라컨트리클럽 주소지 : 경상북도 경주시 보문로 319 규모 : 회원제 36홀 주주회원수 : 2,800명 정기휴장 : 연중 무휴 회원의날 : 별도 지정 없음 ▣ 회",054-740-7114,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B2%BD%EC%A3%BC%EC%8B%A0%EB%9D%BCC.C,2026-06-19T08:50:50.586Z
gc-a1d37ac059d4,경주C.C,경상북도 경주시 보문로 182-98,경주C.C 네이버 예약,naver_reservation,경주C.C | 경주C.C 네이버 | 경주C.C 그린피 | 경주C.C 네이버 예약 | 경주C.C 경주시,경주C.C 네이버 예약,naver_scrape,경주CC,"2026.04.08.힐스카이CC 위치와 교통 안내! 주소 경상북도 경주시 천강로 412-299, 부산에서 약 1시간 거리. 자가용·대중교통별 오시는 길, 네이버지도·카카오맵 길찾기, 무료 주차장 정보까지 경주 힐스카",,https://band.us/page/86588674/post/28354,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B2%BD%EC%A3%BCC.C%20%EB%84%A4%EC%9D%B4%EB%B2%84%20%EC%98%88%EC%95%BD,2026-06-19T08:51:10.340Z
gc-25f812ff383a,계룡산골프장,공주시 계룡면 아랫난댕이길 17(내흥리),계룡산골프장,original,계룡산골프장 | 계룡산 | 계룡산골프장 네이버 | 계룡산골프장 그린피 | 계룡산골프장 네이버 예약 | 계룡산골프장 공주시,계룡산골프장,naver_scrape,계룡산골프클럽,"2025.09.08.대전 인근 공주시 계룡면 왕흥장악로 583의 파3 골프장. 2인 플레이·운전카트로 회전이 빠르고, 70m~300m급 롱홀이 섞여 드라이버/우드 연습도 가능해요. 웹 예약창은 보이지 않아 현장 접수",042-550-6841,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 3; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%84%EB%A3%A1%EC%82%B0%EA%B3%A8%ED%94%84%EC%9E%A5,2026-06-19T10:01:57.789Z
gc-60336c4fc30b,고성노벨컨트리클럽,고성군 회화면 회진로 567,고성노벨컨트리클럽,original,고성노벨컨트리클럽 | 고성노벨CC | 고성노벨C.C | 고성노벨컨트리클럽 네이버 | 고성노벨컨트리클럽 그린피 | 고성노벨컨트리클럽 네이버 예약 | 고성노벨컨트리클럽 고성군,고성노벨컨트리클럽,naver_scrape,고성노벨컨트리클럽,노벨CC(고성노벨컨트리클럽) (2026) - 경상남도 고성군 가볼만한곳,055-670-8000,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A0%EC%84%B1%EB%85%B8%EB%B2%A8%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:49:43.201Z
gc-5eecfb4b22ad,고성컨트리클럽,고성군 고성읍 월평3길 250,고성컨트리클럽,original,고성컨트리클럽 | 고성CC | 고성C.C | 고성컨트리클럽 네이버 | 고성컨트리클럽 그린피 | 고성컨트리클럽 네이버 예약 | 고성컨트리클럽 고성군,고성컨트리클럽,naver_scrape,고성CC,경남 고성군 고성읍 월평3길 250,1666-0072,http://www.gosungcc.com/,,,,unknown,7.9,7.9/10,93,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 7.9/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A0%EC%84%B1%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:49:48.900Z
gc-8fbc2ee961a0,고양컨트리클럽,경기도 고양시 덕양구 흥도로 304-23,고양컨트리클럽,original,고양컨트리클럽 | 고양CC | 고양C.C | 고양컨트리클럽 네이버 | 고양컨트리클럽 그린피 | 고양컨트리클럽 네이버 예약 | 고양컨트리클럽 고양시,고양컨트리클럽,naver_scrape,고양컨트리클럽,경기도 고양시 덕양구 흥도로 304-23 (도내동),031-960-7700,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A0%EC%96%91%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:40:04.962Z
gc-e6f654f8efb6,고창CC,전북특별자치도 고창군 심원면 애향갯벌로 70,고창CC 전북특별자치도,city,고창CC | 고창CC 네이버 | 고창CC 그린피 | 고창CC 네이버 예약 | 고창CC 전북특별자치도,고창CC 전북특별자치도,naver_scrape,고창CC,전북 고창군 심원면 애향갯벌로 70,063-560-7744,http://www.gochangcc.co.kr/,,,,unknown,2.6,2.6/10,90,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 2.6/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A0%EC%B0%BDCC%20%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84,2026-06-19T09:58:32.723Z
gc-14e8979016a9,곤지암GC,경기도 광주시 도척면 도척윗로 280,곤지암GC,original,곤지암GC | 곤지암GC 네이버 | 곤지암GC 그린피 | 곤지암GC 네이버 예약 | 곤지암GC 광주시,곤지암GC,naver_scrape,곤지암 골프클럽,경기 광주시 도척면 도척윗로 280 곤지암 골프클럽,031-760-3556,https://www.konjiamgolfclub.co.kr/index.dev,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A4%EC%A7%80%EC%95%94GC,2026-06-19T08:12:14.540Z
gc-663ebcd52f5e,골드나인cc,충북 청주시 상당구 낭성면 호정리 170-1,골드나인cc,original,골드나인cc | 골드나인cc 네이버 | 골드나인cc 그린피 | 골드나인cc 네이버 예약 | 골드나인cc 청주시,골드나인cc,naver_scrape,골드나인CC,충북 청주시 상당구 낭성면 산성로 1520-71,043-229-1000,http://www.gold-9.co.kr/,,,,unknown,2.3,2.3/10,90,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 2.3/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A8%EB%93%9C%EB%82%98%EC%9D%B8cc,2026-06-19T10:05:08.922Z
gc-46caa66a0c89,골드리버CC,충남 공주시 의당면 청룡리 220-2,골드리버CC,original,골드리버CC | 골드리버CC 네이버 | 골드리버CC 그린피 | 골드리버CC 네이버 예약 | 골드리버CC 공주시,골드리버CC,naver_scrape,골드리버 컨트리클럽,,041-856-7100,,,,,unknown,,,,,medium,true,"이름 유사·phone/homepage/price 후보 있음, 주소 확인 약함; phone candidates: 2; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A8%EB%93%9C%EB%A6%AC%EB%B2%84CC,2026-06-19T10:01:51.582Z
gc-254a1c054bbe,골드컨트리클럽,경기도 용인시 기흥구 기흥단지로 398,골드컨트리클럽,original,골드컨트리클럽 | 골드CC | 골드C.C | 골드컨트리클럽 네이버 | 골드컨트리클럽 그린피 | 골드컨트리클럽 네이버 예약 | 골드컨트리클럽 용인시,골드컨트리클럽,naver_scrape,골드CC,경기 용인시 기흥구 기흥단지로 398,031-286-8111,http://www.gakorea.com/,"네이버 예약: 200,000원; 220,000원; 290,000원",200000,290000,reservation_price,4.1,4.1/10,91,"네이버 예약: 200,000원; 220,000원; 290,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 4; homepage ambiguous; reservation prices: 3; difficulty: 4.1/10",https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A8%EB%93%9C%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:37:17.111Z
gc-b21ce78f76ca,골든베이골프&리조트,충남 태안군 근흥면 정죽리 386-1,골든베이골프&리조트,original,골든베이골프&리조트 | 골든베이골프&리조트 네이버 | 골든베이골프&리조트 그린피 | 골든베이골프&리조트 네이버 예약 | 골든베이골프&리조트 태안군,골든베이골프&리조트,naver_scrape,골든베이골프&리조트,(우) 32131 충청남도 태안 근흥면 정산포로 217,041-671-8000,,,,,unknown,,,,,medium,true,"이름 유사·phone/homepage/price 후보 있음, 주소 확인 약함; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A8%EB%93%A0%EB%B2%A0%EC%9D%B4%EA%B3%A8%ED%94%84%26%EB%A6%AC%EC%A1%B0%ED%8A%B8,2026-06-19T10:03:28.571Z
gc-152613ee89f3,골프클럽Q,경기도 안성시 죽산면 장계길 20-229,골프클럽Q,original,골프클럽Q | GCQ | G.CQ | 골프클럽Q 네이버 | 골프클럽Q 그린피 | 골프클럽Q 네이버 예약 | 골프클럽Q 안성시,골프클럽Q,naver_scrape,골프클럽 Q,경기 안성시 죽산면 장계길 20-229,031-8046-7000,http://www.golfclubq.com,"네이버 예약: 200,000원; 220,000원; 240,000원; 250,000원",200000,250000,reservation_price,8.9,8.9/10,94,"네이버 예약: 200,000원; 220,000원; 240,000원; 250,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 4; difficulty: 8.9/10",https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BDQ,2026-06-19T08:14:53.470Z
gc-66517960c8f8,광릉CC(비회원제),경기도 남양주시 진접읍 팔야로 280,광릉CC(비회원제),original,광릉CC(비회원제) | 광릉CC(비회원제) 네이버 | 광릉CC(비회원제) 그린피 | 광릉CC(비회원제) 네이버 예약 | 광릉CC(비회원제) 남양주시,광릉CC(비회원제),naver_scrape,광릉CC(비회원),"남양주시 진접읍 팔야로 280 031-528-7001 (월~일) 07:00~19:00 휴무일 : X ㅇ시설유형 : 골프장업 ㅇ부지면적(㎡) : 139,847 ㅇ총면적(㎡) : 139,847 ㅇ이용요금 : 주말4500",031-528-7001,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B4%91%EB%A6%89CC(%EB%B9%84%ED%9A%8C%EC%9B%90%EC%A0%9C),2026-06-19T07:41:38.180Z
gc-73a2a3982c35,광릉CC(회원제),경기도 남양주시 진접읍 팔야로 280,광릉CC(회원제),original,광릉CC(회원제) | 광릉CC | 광릉CC 네이버 | 광릉CC 그린피 | 광릉CC 네이버 예약 | 광릉CC 남양주시,광릉CC(회원제),naver_scrape,광릉CC(회원제),,031-528-7001,,,,,unknown,,,,,medium,true,"이름 유사·phone/homepage/price 후보 있음, 주소 확인 약함; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B4%91%EB%A6%89CC(%ED%9A%8C%EC%9B%90%EC%A0%9C),2026-06-19T07:41:32.747Z
gc-e87bc5cc22aa,광양CC,전남 광양시 가야로 223,광양CC,original,광양CC | 광양CC 네이버 | 광양CC 그린피 | 광양CC 네이버 예약 | 광양CC 전남,광양CC,naver_scrape,광양컨트리클럽,전남 광양시 가야로 223,061-817-0707,http://www.gygc.kr,,,,unknown,3.7,3.7/10,91,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 3.7/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B4%91%EC%96%91CC,2026-06-19T09:52:00.160Z
gc-7be0893151f7,광주CC,전남 곡성군 옥과면 입면로 455,광주CC,original,광주CC | 광주CC 네이버 | 광주CC 그린피 | 광주CC 네이버 예약 | 광주CC 전남,광주CC,naver_scrape,광주CC,전남 곡성군 옥과면 합강리 410-10,061-339-7100,http://www.kjcc.co.kr/,,,,unknown,2.5,2.5/10,90,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 2.5/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B4%91%EC%A3%BCCC,2026-06-19T09:52:23.449Z
gc-5164e33152d9,구니컨트리클럽,대구광역시 군위군 군위읍 도군로 2450,구니컨트리클럽,original,구니컨트리클럽 | 구니CC | 구니C.C | 구니컨트리클럽 네이버 | 구니컨트리클럽 그린피 | 구니컨트리클럽 네이버 예약 | 구니컨트리클럽 군위군,구니컨트리클럽,naver_scrape,구니CC,대구 군위군 군위읍 도군로 2450,054-380-0000,http://www.gunicc.co.kr/,"네이버 예약: 100,000원",100000,100000,reservation_price,8.6,8.6/10,94,"네이버 예약: 100,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 1; difficulty: 8.6/10",https://search.naver.com/search.naver?where=nexearch&query=%EA%B5%AC%EB%8B%88%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:57:14.375Z
gc-ddc7e02567ba,구미C.C,경상북도 구미시 장천면 송백로 229,구미C.C,original,구미C.C | 구미C.C 네이버 | 구미C.C 그린피 | 구미C.C 네이버 예약 | 구미C.C 구미시,구미C.C,naver_scrape,구미컨트리클럽,경상북도 구미시 장천면 송백로 229,054-470-6800,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 4; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B5%AC%EB%AF%B8C.C,2026-06-19T08:53:53.594Z
